[20Apr2025 03:59:39.602] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, nogui]
[20Apr2025 03:59:39.607] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.14 by Ubuntu; OS Linux arch amd64 version 6.8.0-1021-azure
[20Apr2025 03:59:40.028] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[20Apr2025 03:59:40.089] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/ServerMinecraft5/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[20Apr2025 03:59:40.408] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/ServerMinecraft5/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.3.7/fmlcore-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 03:59:40.410] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/ServerMinecraft5/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.3.7/javafmllanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 03:59:40.412] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/ServerMinecraft5/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.3.7/lowcodelanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 03:59:40.413] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/ServerMinecraft5/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.3.7/mclanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 03:59:40.675] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 12 dependencies adding them to mods collection
[20Apr2025 03:59:43.122] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[20Apr2025 03:59:43.274] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[20Apr2025 03:59:43.710] [main/INFO] [portb.transformerlib.TransformerLib/]: Loaded transformer transformers/vanilla.xml
[20Apr2025 03:59:43.713] [main/INFO] [portb.transformerlib.TransformerLib/]: Loaded transformer transformers/gregtechmodernce.xml
[20Apr2025 03:59:43.715] [main/INFO] [portb.transformerlib.TransformerLib/]: Loaded transformer transformers/assortedstorage.xml
[20Apr2025 03:59:43.717] [main/INFO] [portb.transformerlib.TransformerLib/]: Loaded transformer transformers/refinedstorage.xml
[20Apr2025 03:59:43.718] [main/INFO] [portb.transformerlib.TransformerLib/]: Loaded transformer transformers/ic2.xml
[20Apr2025 03:59:43.719] [main/INFO] [portb.transformerlib.TransformerLib/]: Loaded transformer transformers/computercraft.xml
[20Apr2025 03:59:43.720] [main/INFO] [portb.transformerlib.TransformerLib/]: Loaded transformer transformers/mekanism.xml
[20Apr2025 03:59:43.722] [main/INFO] [portb.transformerlib.TransformerLib/]: Loaded transformer transformers/ironfurnaces.xml
[20Apr2025 03:59:43.806] [main/INFO] [Canary/]: Loaded configuration file for Canary: 116 options available, 0 override(s) found
[20Apr2025 03:59:53.311] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_tool_material.netherGobberToolsSpeed was corrected from null to its default, 12.0. 
[20Apr2025 03:59:53.312] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_tool_material.netherGobberToolsDamage was corrected from null to its default, 9.0. 
[20Apr2025 03:59:53.313] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_tool_material.netherGobberToolsEnchantability was corrected from null to its default, 25. 
[20Apr2025 03:59:53.315] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_tool_material was corrected from null to its default, SimpleCommentedConfig:{}. 
[20Apr2025 03:59:53.315] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_tool_material.endGobberToolsDurability was corrected from null to its default, 8000. 
[20Apr2025 03:59:53.315] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_tool_material.endGobberToolsSpeed was corrected from null to its default, 14.0. 
[20Apr2025 03:59:53.316] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_tool_material.endGobberToolsDamage was corrected from null to its default, 9.0. 
[20Apr2025 03:59:53.316] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_tool_material.endGobberToolsEnchantability was corrected from null to its default, 30. 
[20Apr2025 03:59:53.316] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_tool_material.endGobberToolsUnbreakable was corrected from null to its default, true. 
[20Apr2025 03:59:53.318] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_armor_material was corrected from null to its default, SimpleCommentedConfig:{}. 
[20Apr2025 03:59:53.319] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_armor_material.gobberArmorDurabilityMultiplier was corrected from null to its default, 71. 
[20Apr2025 03:59:53.319] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_armor_material.gobberArmorEnchantability was corrected from null to its default, 25. 
[20Apr2025 03:59:53.320] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_armor_material.gobberArmorToughness was corrected from null to its default, 2.5. 
[20Apr2025 03:59:53.320] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_armor_material.gobberArmorKnockback was corrected from null to its default, 0.1. 
[20Apr2025 03:59:53.321] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_armor_material.gobberHeadProtection was corrected from null to its default, 6. 
[20Apr2025 03:59:53.321] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_armor_material.gobberChestProtection was corrected from null to its default, 11. 
[20Apr2025 03:59:53.321] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_armor_material.gobberLeggingsProtection was corrected from null to its default, 9. 
[20Apr2025 03:59:53.321] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_armor_material.gobberBootsProtection was corrected from null to its default, 6. 
[20Apr2025 03:59:53.325] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_armor_material was corrected from null to its default, SimpleCommentedConfig:{}. 
[20Apr2025 03:59:53.326] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_armor_material.netherGobberArmorDurabilityMultiplier was corrected from null to its default, 83. 
[20Apr2025 03:59:53.327] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_armor_material.netherGobberArmorEnchantability was corrected from null to its default, 30. 
[20Apr2025 03:59:53.327] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_armor_material.netherGobberArmorToughness was corrected from null to its default, 2.75. 
[20Apr2025 03:59:53.327] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_armor_material.netherGobberArmorKnockback was corrected from null to its default, 0.1. 
[20Apr2025 03:59:53.327] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_armor_material.netherHeadProtection was corrected from null to its default, 7. 
[20Apr2025 03:59:53.328] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_armor_material.netherChestProtection was corrected from null to its default, 12. 
[20Apr2025 03:59:53.328] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_armor_material.netherLeggingsProtection was corrected from null to its default, 10. 
[20Apr2025 03:59:53.328] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_armor_material.netherBootsProtection was corrected from null to its default, 7. 
[20Apr2025 03:59:53.333] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_armor_material was corrected from null to its default, SimpleCommentedConfig:{}. 
[20Apr2025 03:59:53.334] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_armor_material.endGobberArmorDurabilityMultiplier was corrected from null to its default, 100. 
[20Apr2025 03:59:53.334] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_armor_material.endGobberArmorEnchantability was corrected from null to its default, 30. 
[20Apr2025 03:59:53.334] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_armor_material.endGobberArmorToughness was corrected from null to its default, 3.0. 
[20Apr2025 03:59:53.335] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_armor_material.endGobberArmorKnockback was corrected from null to its default, 0.2. 
[20Apr2025 03:59:53.336] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_armor_material.endGobberArmorUnbreakable was corrected from null to its default, true. 
[20Apr2025 03:59:53.339] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_armor_material.endHeadProtection was corrected from null to its default, 8. 
[20Apr2025 03:59:53.339] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_armor_material.endChestProtection was corrected from null to its default, 13. 
[20Apr2025 03:59:53.339] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_armor_material.endLeggingsProtection was corrected from null to its default, 11. 
[20Apr2025 03:59:53.340] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key end_gobber_armor_material.endBootsProtection was corrected from null to its default, 8. 
[20Apr2025 03:59:53.348] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dragon_armor_material was corrected from null to its default, SimpleCommentedConfig:{}. 
[20Apr2025 03:59:53.348] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dragon_armor_material.dragonArmorDurabilityMultiplier was corrected from null to its default, 100. 
[20Apr2025 03:59:53.349] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dragon_armor_material.dragonArmorEnchantability was corrected from null to its default, 30. 
[20Apr2025 03:59:53.349] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dragon_armor_material.dragonArmorToughness was corrected from null to its default, 3.0. 
[20Apr2025 03:59:53.353] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dragon_armor_material.dragonArmorKnockback was corrected from null to its default, 0.3. 
[20Apr2025 03:59:53.353] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dragon_armor_material.dragonArmorUnbreakable was corrected from null to its default, true. 
[20Apr2025 03:59:53.353] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dragon_armor_material.dragonHeadProtection was corrected from null to its default, 8. 
[20Apr2025 03:59:53.354] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dragon_armor_material.dragonChestProtection was corrected from null to its default, 13. 
[20Apr2025 03:59:53.354] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dragon_armor_material.dragonLeggingsProtection was corrected from null to its default, 11. 
[20Apr2025 03:59:53.354] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key dragon_armor_material.dragonBootsProtection was corrected from null to its default, 8. 
[20Apr2025 03:59:53.370] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[20Apr2025 03:59:53.370] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberArmorNoFallDamage was corrected from null to its default, true. 
[20Apr2025 03:59:53.371] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberArmorFireProtection was corrected from null to its default, false. 
[20Apr2025 03:59:53.371] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberArmorWaterBreathing was corrected from null to its default, false. 
[20Apr2025 03:59:53.372] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberArmorHealthPerks was corrected from null to its default, false. 
[20Apr2025 03:59:53.372] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberNetherArmorHealthPerks was corrected from null to its default, false. 
[20Apr2025 03:59:53.372] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberEndArmorHealthPerks was corrected from null to its default, false. 
[20Apr2025 03:59:53.373] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberDragonArmorHealthPerks was corrected from null to its default, true. 
[20Apr2025 03:59:53.373] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberArmorAutofeed was corrected from null to its default, false. 
[20Apr2025 03:59:53.376] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberNetherArmorAutofeed was corrected from null to its default, false. 
[20Apr2025 03:59:53.376] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberEndArmorAutofeed was corrected from null to its default, false. 
[20Apr2025 03:59:53.376] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberDragonArmorAutofeed was corrected from null to its default, true. 
[20Apr2025 03:59:53.376] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberNetherArmorYellowHeartsPerks was corrected from null to its default, false. 
[20Apr2025 03:59:53.377] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberEndArmorYellowHeartsPerks was corrected from null to its default, false. 
[20Apr2025 03:59:53.377] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key armor_health_perk_settings.gobberDragonArmorYellowHeartsPerks was corrected from null to its default, true. 
[20Apr2025 03:59:53.380] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_foods was corrected from null to its default, SimpleCommentedConfig:{}. 
[20Apr2025 03:59:53.384] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_foods.gooHunger was corrected from null to its default, 7. 
[20Apr2025 03:59:53.384] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_foods.gooSaturation was corrected from null to its default, 0.7. 
[20Apr2025 03:59:53.384] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_foods.gooeyAppleHunger was corrected from null to its default, 8. 
[20Apr2025 03:59:53.384] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_foods.gooeyAppleSaturation was corrected from null to its default, 0.8. 
[20Apr2025 03:59:53.384] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_foods.gooeyBreadHunger was corrected from null to its default, 8. 
[20Apr2025 03:59:53.385] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_foods.gooeyBreadSaturation was corrected from null to its default, 0.8. 
[20Apr2025 03:59:53.385] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_foods.gooeyBeefHunger was corrected from null to its default, 9. 
[20Apr2025 03:59:53.385] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_foods.gooeyBeefSaturation was corrected from null to its default, 0.9. 
[20Apr2025 03:59:53.385] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_foods.gooeyBeefstewHunger was corrected from null to its default, 10. 
[20Apr2025 03:59:53.385] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key gobber_foods.gooeyBeefstewSaturation was corrected from null to its default, 1.0. 
[20Apr2025 03:59:53.389] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_foods was corrected from null to its default, SimpleCommentedConfig:{}. 
[20Apr2025 03:59:53.390] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_foods.netherGooHunger was corrected from null to its default, 9. 
[20Apr2025 03:59:53.393] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_foods.netherGooSaturation was corrected from null to its default, 0.9. 
[20Apr2025 03:59:53.393] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_foods.netherGooeyAppleHunger was corrected from null to its default, 10. 
[20Apr2025 03:59:53.393] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_foods.netherGooeyAppleSaturation was corrected from null to its default, 1.0. 
[20Apr2025 03:59:53.393] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_foods.netherGooeyBreadHunger was corrected from null to its default, 10. 
[20Apr2025 03:59:53.394] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_foods.netherGooeyBreadSaturation was corrected from null to its default, 1.0. 
[20Apr2025 03:59:53.394] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_foods.netherGooeyBeefHunger was corrected from null to its default, 12. 
[20Apr2025 03:59:53.394] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_foods.netherGooeyBeefSaturation was corrected from null to its default, 1.2. 
[20Apr2025 03:59:53.394] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key nether_gobber_foods.netherGooeyBeefstewHunger was corrected from null to its default, 14. 
